participant_id,age,gender,ethnicity,native_language,highest_education,online_tests_taken_last_3_years,motivational_message_id,concept,theory,time_spent_on_message,word_creation_skill_level,cheating_rate_practice_round,total_words_practice_round,cheating_rate_main_round,total_words_main_round,cheating_lying_rate,performance_score_excluding_cheated_words,performance_score_including_cheated_words,used_external_resources,confessed_words_count,cheating_main_round,has_page_left,total_time_page_left,has_mouse_inactivity,total_time_mouse_inactivity,valid_7_letter_words,valid_8_letter_words,usability,task_engagement,task_satisfaction,message_understanding,PME_on_honest_task_completion,PME_on_task_performance,PME_on_task_experience,autonomy_need_satisfaction,autonomy_need_frustration,competence_need_satisfaction,competence_need_frustration,relatedness_need_satisfaction,relatedness_need_frustration,overall_need_satisfaction,overall_need_frustration,performance_accomplishments,vicarious_experience,verbal_persuasion,emotional_arousal,task_specific_self_efficacy,injunctive_norms,descriptive_norms,reference_group_identification,social_sanctions,norm_perception,cognitive_discomfort,moral_disengagement,message_comprehend,message_confidence,message_attitude,message_impact,message_persistence,message_suggestion,feedback
p_530,28.0,Female,White or Caucasian,English,Master’s degree,3.0,dissonance_reduction_1,dissonance_reduction,Cognitive Dissonance Theory,18.84,2,0.0,5,0.0,12,0.0,28,28,False,0,False,0,0.0,0,0.0,1.0,0.0,6.0,5.62,6.4,2.33,3.0,2.8,3.33,5.5,3.5,4.0,4.0,4.0,3.5,4.5,3.67,4.0,3.0,4.5,4.0,3.88,4.0,5.0,3.5,3.0,3.88,1.67,3.17,a challenege,1.0,confused,eyes on the task,no,about focussing on the specific challenge,
p_531,29.0,Female,White or Caucasian,English,Master’s degree,50.0,verbal_persuasion_3,verbal_persuasion,Self-Efficacy Theory,21.4,7,0.0,9,0.0,10,0.0,38,38,False,0,False,0,0.0,0,0.0,2.0,0.0,5.67,6.25,6.6,5.67,3.33,3.8,4.67,6.0,2.5,5.0,3.5,4.0,3.0,5.0,3.0,5.0,3.5,5.5,5.0,4.75,5.0,4.0,3.0,2.0,3.5,1.22,2.67,trying to think about a time when someone gave you words of encouragement and how they helped you by making you feel like you were on the right track.,4.0,hope and belief in myself,I'm not sure if it did influence it. I would have tried my best either way as I enjoy that kind of task.,Not really.,Maybe a motivational quote.,
p_532,31.0,Male,White or Caucasian,English,Bachelor’s degree,50.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,25.45,5,0.0,3,1.0,7,0.86,0,28,True,1,True,0,0.0,1,2.0,1.0,1.0,6.33,5.5,6.0,2.67,3.33,2.8,3.33,3.5,3.5,4.5,3.0,3.5,3.0,3.83,3.17,2.5,2.0,2.0,3.5,2.5,3.5,4.5,3.0,2.5,3.38,1.67,3.67,"What is holding me back in the challenge, try to approach the challenge that will feel more authentic?",2.0,It felt a bit confusing and not too related to the task,"I dont think it did, as i was juts trying my best and don't think there were really alternative approaches.","No, when completing the challenge I was not thinking of the message.","More to try your best, stray calm, and get into a creative flow","Seems like a fair study, and a little intruiging as there were a lot of questions regarding the motivational message which I didn't really see relatable to the task."
p_533,21.0,Male,Black or African American,English,Bachelor’s degree,12.0,verbal_persuasion_3,verbal_persuasion,Self-Efficacy Theory,31.72,8,1.0,1,0.7,10,1.0,6,18,False,0,True,1,28.97,0,0.0,0.0,0.0,6.33,4.62,6.0,4.67,2.0,2.8,5.33,7.0,1.5,6.0,3.0,3.0,2.0,5.33,2.17,2.0,2.5,4.0,4.5,3.25,4.5,2.5,2.0,4.5,3.38,1.0,5.83,It was something about a time when i was doing a project and i got feedback that made my confidence get boosted and a question about what they said to me and if the encouragement helps me with my goals and values,4.0,Nothing really came up kept the same emotions and thought about someone motivating me for a project im doing right now,No it did not,No none of the aspects stayed with me,I would emphasize the goals and values part of the message,Well done on the study the message part seemed a bit unesscary but was nice to think about dragging letters was a bit buggy made me miss a few words
p_534,28.0,Male,White or Caucasian,English,Bachelor’s degree,15.0,autonomy_1,autonomy,Self-Determination Theory,18.4,5,0.0,1,0.25,4,1.0,8,12,False,0,True,0,0.0,1,18.11,0.0,0.0,6.0,4.62,6.0,4.67,4.0,5.8,5.0,6.0,5.5,6.0,3.5,4.5,2.0,5.5,3.67,6.0,5.5,5.5,6.0,5.75,5.5,6.0,5.0,5.5,5.5,1.44,5.33,The task,1.0,curious,no,Itook my time with the task,about how to do the task,The survey was fun to participate in.
p_535,24.0,Male,Black or African American,English,Bachelor’s degree,15.0,dissonance_arousal_2,dissonance_arousal,Cognitive Dissonance Theory,26.92,7,0.0,2,0.0,7,0.0,26,26,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,6.12,7.0,6.67,5.33,6.2,6.67,2.0,7.0,6.5,1.5,4.5,3.5,4.33,4.0,6.0,2.5,6.5,6.0,5.25,6.5,4.0,1.0,1.0,3.12,1.67,1.5,The feeling of pride when one performs well in a task and how that feeling changes to a sad one when one fails to perform to his expectation,5.0,Thought of underperforming during the word task,It made me more focus and motivated to do well in the task,"Yes, the thought of failing",I would emphasize on the feeling of pride when one performs well and change the message of feeling bad when one underperforms to something more hopeful,The word challenge was really fun.
p_536,32.0,Male,White or Caucasian,english,Master’s degree,0.0,descriptive_norms_1,descriptive_norms,Social Norms Theory,13.41,4,0.0,5,0.0,6,0.0,18,18,False,0,False,0,0.0,0,0.0,0.0,0.0,5.0,5.12,6.0,4.0,3.33,3.4,4.0,5.5,4.5,5.0,4.5,4.5,2.0,5.0,3.67,5.0,2.5,4.0,4.0,3.88,5.0,5.0,3.5,5.0,4.62,1.11,3.0,"Looking at what others did, who were succeeding, and being honest",4.0,"Confusion, determination","It didn't - I couldn't look to others for support, to see how they succeeded",Not really,"Some practical advice that was more relevant, less 'proverb'",It was good - it would be much easier to type the letters rather than drag/drop though!
p_537,34.0,Male,White or Caucasian,english,Bachelor’s degree,0.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,15.34,6,0.0,2,0.2,5,1.0,10,14,False,0,True,0,0.0,1,64.97,0.0,0.0,6.33,3.75,4.2,5.33,2.67,3.4,4.67,6.0,2.5,5.0,2.5,3.0,3.5,4.67,2.83,5.0,2.5,3.5,4.0,3.75,4.0,3.0,3.0,3.5,3.38,2.0,4.67,Motivational speech about putting in lots of effort,2.0,Motivated me slightly but no strong emotions,I don't think it had an influence,"Not really, I was more focused on actually doing the tasks itself",Tips on doing the tasks that are of practical use,It was enjoyable to do the task
p_538,34.0,Female,White or Caucasian,"English, Polish","Some college credit, no degree",50.0,performance_accomplishments_1,performance_accomplishments,Self-Efficacy Theory,26.17,6,1.0,4,0.78,9,1.0,6,28,False,0,True,1,161.32,1,1.38,0.0,1.0,7.0,6.38,5.6,6.0,4.0,4.4,7.0,3.5,1.0,6.5,2.0,4.0,3.5,4.67,2.17,6.0,6.0,6.0,6.5,6.12,6.0,6.5,6.0,6.5,6.25,3.22,6.33,My skill of creating new similar words,3.0,Positive,I don't know,Not really,I would emphasize on positive impact,
p_539,25.0,Female,White or Caucasian,English,Bachelor’s degree,20.0,vicarious_experience_1,vicarious_experience,Self-Efficacy Theory,19.23,6,0.0,1,0.57,7,1.0,6,18,False,0,True,0,0.0,1,16.84,1.0,0.0,6.0,5.62,6.4,5.67,4.33,5.8,6.0,6.0,2.0,5.0,2.5,4.5,2.5,5.17,2.33,4.5,6.0,3.5,5.0,4.75,4.0,3.5,3.5,4.0,3.75,1.11,5.67,Are you completing a task that has got you stumped. Imagine a colleague and how they broke down a task and then succeeded.,3.0,Determined and to think about it in small steps rather than big ones,I broke down the letters individually to look for small words rather than big ones,Break down and succeed,Look at it like smaller challenges rather than one big one,Enjoyed the challenge very much
p_540,27.0,Female,White or Caucasian,English,Bachelor’s degree,20.0,dissonance_reduction_2,dissonance_reduction,Cognitive Dissonance Theory,14.48,6,0.0,5,0.5,8,1.0,16,28,False,0,True,0,0.0,1,2.02,1.0,0.0,5.33,5.5,5.0,4.67,2.33,3.0,3.67,6.0,2.5,5.5,2.0,5.0,1.5,5.5,2.0,4.0,2.0,3.0,2.0,2.75,3.5,5.5,2.5,4.0,3.88,1.89,4.67,how I could improve my performance by trying a new strategy.,3.0,"Annoyance, irritating, pointless.",It did not influence me at all.,None of the message stayed with me.,Some helpful information like check to see if certain letters combine well together.,
p_541,28.0,Female,White or Caucasian,italian,Master’s degree,50.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,13.37,7,1.0,4,1.0,11,1.0,0,42,False,0,True,1,43.01,0,0.0,3.0,0.0,6.0,5.38,6.2,1.0,4.67,4.0,2.0,5.0,4.0,5.5,3.0,4.0,3.0,4.83,3.33,5.0,2.0,2.0,2.0,2.75,4.0,4.0,4.0,4.0,4.0,2.44,2.0,Respect for others,2.0,Confusion and guilt,I didn't understand the correlation,No,No idea,
p_542,23.0,Male,Asian / Pacific Islander,"English, Urdu",Bachelor’s degree,150.0,performance_accomplishments_3,performance_accomplishments,Self-Efficacy Theory,12.84,7,0.33,3,1.0,10,1.0,0,42,False,0,True,1,22.14,0,0.0,5.0,0.0,5.67,5.38,5.8,6.0,5.33,6.0,5.0,4.5,3.5,5.5,2.5,3.0,3.5,4.33,3.17,5.5,4.5,5.5,5.0,5.12,6.0,4.5,4.5,5.0,5.0,1.89,4.0,"I think it talked about the base payment and the opportunity to get bonus payments, and how to earn those payments based on the lenghts of words produced. I think it also said it was capped at 25 P",3.0,"I felt a bit excited and underwhelemed at the same time as I thought it would be uncapped, but I was still ahppy wither way!",I approached it with not stressing too much as I knew I will be able to reach the cap,"What stuck was that longer words had more points, so I did not focus on small 2/3/4 letter words",I am not sure what I would change as all information was provided clearly,
p_543,31.0,Male,White or Caucasian,English,Bachelor’s degree,3.0,cognitive_inconsistency_1,cognitive_inconsistency,Cognitive Dissonance Theory,26.66,7,0.0,2,0.0,5,0.0,14,14,False,0,False,0,0.0,0,0.0,0.0,0.0,6.67,4.38,6.2,3.0,2.67,3.0,3.67,5.0,3.0,4.5,3.0,3.0,4.0,4.17,3.33,4.0,4.0,4.5,4.5,4.25,3.5,4.5,4.5,4.5,4.25,1.78,5.5,reflecting on the importance of things,2.0,a strange calm,I don't think it influenced me much,I think the message became a bit of a blur.,try and take all the letters in at once and then see if any words come to mind.,It was a good study that I enjoyed.
p_544,20.0,Female,White or Caucasian,English,"High school graduate, diploma or the equivalent (for example: GED)",20.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,44.87,6,0.0,0,1.0,1,1.0,0,0,False,0,True,0,0.0,1,34.79,0.0,0.0,5.0,5.88,4.2,6.67,5.0,5.6,6.0,4.5,4.0,4.5,6.0,6.0,4.0,5.0,4.67,3.5,4.5,4.0,4.0,4.0,4.5,4.5,5.0,4.5,4.62,4.11,6.5,word creation,4.0,how i would create the word.,it requires me to think deeper,no,master the alphabet letters,
p_545,25.0,Male,Asian / Pacific Islander,English,Bachelor’s degree,1.0,relatedness_3,relatedness,Self-Determination Theory,28.79,8,0.0,2,1.0,3,1.0,0,12,False,0,True,1,8.75,1,12.83,0.0,0.0,6.0,4.88,5.8,2.33,2.67,2.6,4.33,6.0,4.0,3.5,4.5,4.0,3.5,4.5,4.0,3.0,3.0,3.5,4.0,3.38,5.0,4.5,3.0,4.0,4.12,2.11,4.0,being around people i really care about,2.0,reminiscing,it didnt affect the challenge,no,life only gets harder so take the time to enjoy the present,it was hard but i still enjoyed it
p_546,27.0,Male,mixed white and black african,English,"High school graduate, diploma or the equivalent (for example: GED)",1.0,self_concept_2,self_concept,Cognitive Dissonance Theory,11.92,4,0.0,2,0.0,4,0.0,8,8,False,0,False,1,0.88,0,0.0,0.0,0.0,7.0,5.0,6.6,7.0,4.33,6.2,7.0,6.0,1.0,6.0,1.0,4.0,1.5,5.33,1.17,5.5,6.0,6.0,6.0,5.88,5.5,4.5,3.5,3.5,4.25,1.0,6.0,Using your own methods and intuition to find the solutions.,4.0,I felt more confident and encouraged,"originally in the practice round I was using certain methods to help me find words such as placing words in the above area so I could see more clearly different possible word creations, reading the message made me realise I was doing that and used that method on the real round",To find my own way of learning and not force myself to try and find solutions in generic ways,I would emphasize the idea of using your own methods to help you.,
p_547,35.0,Male,White or Caucasian,English,Bachelor’s degree,5.0,relatedness_1,relatedness,Self-Determination Theory,29.73,8,0.0,3,0.0,5,0.0,20,20,False,0,False,0,0.0,1,20.71,0.0,1.0,7.0,5.88,6.8,3.33,1.0,3.2,4.0,6.5,2.0,6.0,1.5,3.0,1.0,5.17,1.5,6.0,2.0,3.5,3.5,3.75,5.0,2.5,2.0,2.0,2.88,1.11,3.67,I really cannot remember,1.0,none,no influence,no,I really do not know,"I enjoyed the study, it is a shame I could not remember the message. This is due to being fully focussed on the task. The study was easy to understand and complete."
p_548,30.0,Male,White or Caucasian,english,"High school graduate, diploma or the equivalent (for example: GED)",0.0,relatedness_2,relatedness,Self-Determination Theory,12.64,3,1.0,2,1.0,5,1.0,0,22,False,0,True,0,0.0,1,17.98,0.0,2.0,7.0,5.0,5.8,3.67,5.33,5.6,6.0,5.5,6.0,5.0,5.5,6.0,5.0,5.5,5.5,7.0,6.0,6.5,6.0,6.38,5.0,5.5,6.0,5.5,5.5,1.33,5.33,how people treat one another,2.0,confidence,it gave me more confidence,no,not sure,
p_549,33.0,Male,Black or African American,English,Master’s degree,1.0,emotional_arousal_3,emotional_arousal,Self-Efficacy Theory,19.67,3,0.0,1,1.0,5,1.0,0,12,False,0,True,1,8.72,0,0.0,1.0,0.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,5.5,5.75,1.33,3.5,How you feel when taking challenges like this. How your mind races,3.0,Curiousity,I was a bit scared about the challenge,Yes. I have to do this fast and not let the curiousity of the message linger in my mind,Do not over think your answers,
p_550,29.0,Male,White or Caucasian,English,Bachelor’s degree,200.0,dissonance_reduction_1,dissonance_reduction,Cognitive Dissonance Theory,15.62,6,0.0,4,0.0,7,0.0,20,20,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,5.38,5.2,4.0,3.0,2.8,3.67,5.5,2.0,4.5,3.0,3.0,2.5,4.33,2.5,4.5,3.0,4.0,4.0,3.88,4.5,4.0,2.5,2.5,3.38,2.11,4.5,Trying to find a link or common theme between the words,3.0,Very few - confusion,It did not,no,Good luck,It was fun
p_551,21.0,Male,Black or African American,"English, Amharic","Some college credit, no degree",100.0,self_concept_1,self_concept,Cognitive Dissonance Theory,14.45,7,0.0,6,0.36,11,1.0,22,36,False,0,True,1,8.49,0,0.0,0.0,0.0,6.33,5.12,6.0,1.33,2.67,4.0,2.67,7.0,1.0,6.5,1.0,4.0,3.0,5.83,1.67,7.0,2.5,4.0,4.0,4.38,5.5,5.0,5.5,4.0,5.0,1.0,5.33,If something makes you feel like yourself you should do it,1.0,"Confusion, curiosity",It did not influence how I approached it,No,I would make the relevant part a bit clearer since I can't remember the message or how it was related to the task much at all,
p_552,24.0,Male,Black or African American,"Italian, English",Bachelor’s degree,20.0,emotional_arousal_2,emotional_arousal,Self-Efficacy Theory,15.0,5,0.0,1,0.0,4,0.0,10,10,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,4.5,6.0,5.33,4.33,5.8,6.0,6.0,3.5,4.0,4.0,3.0,2.0,4.33,3.17,4.0,4.0,4.0,3.0,3.75,4.5,4.5,2.0,3.5,3.62,2.11,4.17,"something about how you feel when in a challenging situation, and ability to rise to the challenge",3.0,"Curiosity, anticipation",Made me a little more focused,No,I would include to statement to questioning if they are able to rise to the challenge,
p_553,35.0,Male,Asian / Pacific Islander,Nepali,Bachelor’s degree,15.0,control,control,No Theory,37.54,5,0.0,0,1.0,1,1.0,0,0,False,0,True,0,0.0,1,24.15,0.0,0.0,5.33,4.62,5.6,6.0,4.0,5.4,5.0,5.0,3.0,3.0,6.0,4.0,3.0,4.0,4.0,3.5,4.0,4.5,4.5,4.12,4.5,4.0,4.0,4.0,4.12,3.0,4.67,puzzle,2.0,Good.,Fair.,Not at all.,More puzzles.,It was fun. Thank you.
p_555,25.0,Male,White or Caucasian,English,Bachelor’s degree,3.0,autonomy_1,autonomy,Self-Determination Theory,70.04,3,0.0,2,0.91,11,1.0,4,36,False,0,True,1,25.84,0,0.0,0.0,1.0,6.0,4.12,5.0,4.33,4.0,4.4,4.67,5.0,3.0,4.5,5.0,4.5,3.5,4.67,3.83,4.5,5.0,4.0,4.0,4.38,5.5,4.5,4.0,3.5,4.38,2.0,3.17,i dont remember,1.0,none,i just carried on as i usually would,No,have fun,
p_556,29.0,Male,Asian / Pacific Islander,pahsto,Master’s degree,0.0,emotional_arousal_1,emotional_arousal,Self-Efficacy Theory,21.47,4,0.0,1,0.0,1,0.0,4,4,False,0,False,1,16.14,0,0.0,0.0,0.0,5.33,4.0,1.2,3.67,2.67,1.0,4.33,3.0,7.0,1.5,5.5,3.0,6.0,2.5,6.17,1.0,2.5,1.0,1.0,1.38,2.5,4.5,1.5,3.0,2.88,4.89,3.17,I can not recall,1.0,Confident,Words of affirmation,Nothing. I quickly forgot about the wordings of the message,At least give a hint about the starting letter for each word that can be made from the given letters,
p_557,29.0,Female,White or Caucasian,English,Bachelor’s degree,100.0,dissonance_reduction_1,dissonance_reduction,Cognitive Dissonance Theory,43.6,6,0.0,2,0.33,3,1.0,4,6,False,0,True,0,0.0,1,1.98,0.0,0.0,5.67,5.38,5.4,4.33,4.67,5.4,5.33,5.0,5.0,5.0,4.5,5.5,3.0,5.17,4.17,5.5,5.0,4.5,5.5,5.12,5.5,6.0,5.5,5.0,5.5,2.89,3.33,it was taking about a difficult situation.,3.0,i thought about my most difficult days.,it did not have a great impact on how i approached the word creation.,No,think of the most difficult situations.,this study is exploring how people tend to think under certain circumstances.
p_558,24.0,Female,White or Caucasian,english,Bachelor’s degree,0.0,injunctive_norms_3,injunctive_norms,Social Norms Theory,12.75,5,0.0,4,0.0,6,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,4.33,4.62,5.4,4.0,3.0,3.6,4.0,4.5,4.5,4.5,4.5,3.5,2.5,4.17,3.83,3.5,2.0,3.5,4.0,3.25,5.0,4.0,2.0,3.0,3.5,1.67,3.83,respect and how you view yourself,2.0,determination,No specific ways,The word respect,Stay focused,
p_559,33.0,Male,White or Caucasian,English,Master’s degree,100.0,vicarious_experience_2,vicarious_experience,Self-Efficacy Theory,14.97,3,0.75,4,0.0,7,0.0,22,22,False,0,False,0,0.0,1,4.87,1.0,0.0,5.0,4.5,5.2,5.33,4.0,4.6,5.0,5.0,3.5,5.5,3.5,4.0,3.0,4.83,3.33,4.5,3.0,4.0,3.5,3.75,4.0,4.5,2.5,2.5,3.38,2.44,4.67,trying my best and concentrating,4.0,"confusion, pride",not really at all,that i will be as good as somebody else,trial and error,
p_560,31.0,Female,"Mixed, White European and Black Caribbean",English,Bachelor’s degree,100.0,cognitive_inconsistency_3,cognitive_inconsistency,Cognitive Dissonance Theory,16.32,6,0.0,1,0.17,6,1.0,6,10,False,0,True,0,0.0,1,0.13,0.0,0.0,7.0,6.88,6.6,3.33,3.0,5.4,4.0,5.0,3.5,4.5,2.0,2.5,1.5,4.0,2.33,4.5,3.0,4.0,3.0,3.62,3.0,4.0,2.5,3.0,3.12,2.33,3.0,Outside influence,2.0,"I just wanted to start the task, impatience",It didn't,No,"I would give them a positive message and end it with 'Good luck, try your best'","It was quite a fun study, I liked how clean and slick the interface was. It made me feel at ease as it wasn't full of lots of text and overwhelming. It was simple, easy to understand and a fun task to complete"
p_561,,,,,,,performance_accomplishments_2,performance_accomplishments,Self-Efficacy Theory,,2,0.0,0,0.0,0,0.0,0,0,False,0,False,0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p_562,30.0,Male,White or Caucasian,English,Master’s degree,30.0,injunctive_norms_2,injunctive_norms,Social Norms Theory,15.02,4,0.0,2,1.0,4,1.0,0,16,False,0,True,0,0.0,1,48.16,1.0,0.0,6.67,5.88,5.6,5.33,5.0,5.6,6.0,6.0,2.5,5.0,2.5,5.0,2.0,5.33,2.33,6.0,6.0,6.0,6.0,6.0,6.0,5.5,4.0,3.5,4.75,1.44,5.67,"It was something about thinking outside of the box, not being tied to certain mindsets. I think the was the gist of the message",3.0,Made me think i need to take a deep breath,It made me go into the challenge with an open mind and not be too hyper-focused on one word or theme of words,maybe allowing my mind to be fluid and not focus on one thing,"The same really, just don't get caught up in your own mind","All good, really interesting."
p_563,28.0,Male,White or Caucasian,English,"Some college credit, no degree",5.0,emotional_arousal_3,emotional_arousal,Self-Efficacy Theory,15.87,4,0.0,1,0.67,3,1.0,2,10,False,0,True,0,0.0,1,3.87,0.0,0.0,7.0,6.0,6.2,6.33,7.0,6.4,7.0,5.0,3.5,1.5,6.5,6.5,2.5,4.33,4.17,1.5,5.5,3.5,4.0,3.62,6.0,6.5,5.5,5.0,5.75,1.22,2.33,Additional available rewards,3.0,Great,An effort to create longer words,I cannot remember,Unsure,More than one practice!
p_564,32.0,Female,White or Caucasian,English,Bachelor’s degree,0.0,competence_2,competence,Self-Determination Theory,13.86,7,0.0,6,0.0,12,0.0,32,32,False,0,False,0,0.0,0,0.0,1.0,0.0,6.33,5.25,6.2,5.33,4.33,5.0,6.0,5.5,2.5,6.0,4.0,5.0,1.0,5.5,2.5,5.5,5.0,6.0,5.0,5.38,5.5,6.0,4.5,4.0,5.0,1.0,3.0,Remembering a challenging time.,4.0,Nostalgia,Thinking I would get better and faster as I went on,Self-improvement,Practice,I enjoyed the study! I would have liked to participate in an additional round. Maybe a longer study would have been nice.
p_565,34.0,Male,White or Caucasian,English,Bachelor’s degree,20.0,relatedness_1,relatedness,Self-Determination Theory,17.91,6,0.0,2,0.0,6,0.0,20,20,False,0,False,0,0.0,1,8.97,1.0,0.0,6.67,5.5,6.8,3.67,1.67,2.0,4.0,6.0,3.5,5.5,3.5,4.0,2.0,5.17,3.0,4.0,2.0,3.5,4.0,3.38,5.5,5.5,4.0,3.5,4.62,1.11,3.83,my actions and their impact,2.0,No real emotions about the message,I dont think it really had any influence over how I approached the challenge,Nothing,I would emphasize concentration and trying your best,
p_566,28.0,Male,White or Caucasian,English,Master’s degree,100.0,verbal_persuasion_1,verbal_persuasion,Self-Efficacy Theory,13.24,4,0.0,5,0.2,10,1.0,22,28,False,0,True,0,0.0,1,12.77,1.0,0.0,6.33,5.25,5.4,5.67,2.33,4.0,5.0,5.5,1.5,5.0,1.5,3.0,2.0,4.5,1.67,4.5,1.5,2.0,2.0,2.5,2.0,1.5,2.0,2.0,1.88,1.56,4.5,Pom poms and cheering me on.,4.0,Positive emotions and determination,I don't think it motivated me anymore than a financial bonus did,,"I would make it a little out there, like this message, pom poms is a weird reference",No idea!
p_567,35.0,Male,Black or African American,english,Bachelor’s degree,4.0,competence_3,competence,Self-Determination Theory,38.3,7,0.0,0,1.0,2,1.0,0,8,False,0,True,0,0.0,1,81.98,0.0,1.0,6.67,6.12,6.8,6.67,3.0,6.2,7.0,2.0,2.0,2.0,1.5,1.5,2.0,1.83,1.83,4.0,3.5,3.5,4.0,3.75,5.5,6.0,6.0,5.5,5.75,4.44,6.0,solve word puzzle,2.0,none,none,none,be fast with it,interesting
p_568,32.0,Female,White or Caucasian,English,Bachelor’s degree,200.0,cognitive_inconsistency_2,cognitive_inconsistency,Cognitive Dissonance Theory,12.97,5,0.0,5,0.0,8,0.0,20,20,False,0,False,0,0.0,0,0.0,0.0,0.0,6.0,4.88,6.8,5.67,3.33,5.0,5.67,3.5,5.0,4.5,2.5,4.0,2.0,4.0,3.17,4.5,3.0,3.5,3.5,3.62,4.0,5.5,3.5,4.0,4.25,1.22,4.17,"thoughts of wanting to do well at the task versus just 'getting it done', and how that juxtaposition is interesting.",4.0,Acknowledgement that those same thoughts were going through my brain.,Not much - I still wanted to do well and find as many words as I could.,The 'wanting to do well' part.,"'Try your best', I suppose.",It was novel and fun. I don't really feel like the message I received changed my approach to the game.
p_569,32.0,Female,White or Caucasian,English,Bachelor’s degree,2.0,descriptive_norms_3,descriptive_norms,Social Norms Theory,14.86,4,0.0,2,0.5,2,1.0,4,8,False,0,True,1,18.02,1,0.64,0.0,0.0,6.33,5.88,5.4,3.67,4.0,4.6,3.67,6.0,3.0,4.0,4.0,4.5,3.0,4.83,3.33,4.5,5.0,5.0,5.5,5.0,6.0,6.0,5.0,5.0,5.5,1.89,5.17,how people work out problems and the methods involved,2.0,I thought a little about my own emotions,it made me feel a little more positive about my performance,nothing specific,that by broadening your mind and concentrating on the task in hand you can perform better than you think you would,
p_570,35.0,Female,Black or African American,English,Bachelor’s degree,0.0,vicarious_experience_2,vicarious_experience,Self-Efficacy Theory,24.58,5,0.0,0,0.0,0,0.0,0,0,False,0,False,0,0.0,0,0.0,0.0,0.0,7.0,3.38,5.0,4.67,5.67,4.4,4.0,4.0,5.5,1.5,5.0,3.5,2.5,3.0,4.33,4.0,4.0,4.0,3.0,3.75,5.0,4.5,5.0,7.0,5.38,4.11,2.5,trying again,4.0,encouragement,to try again,cant remember,trying again,
p_571,27.0,Female,White or Caucasian,English,Master’s degree,250.0,social_sanctions_1,social_sanctions,Social Norms Theory,22.46,3,0.0,3,0.6,5,1.0,10,20,False,0,True,0,0.0,1,3.25,1.0,0.0,5.0,5.12,5.4,2.67,5.0,4.4,3.0,3.5,5.0,4.5,3.0,3.0,4.0,3.67,4.0,4.0,3.0,4.0,4.0,3.75,5.5,4.0,4.0,5.0,4.62,1.0,3.0,integrity,2.0,,It encouraged me not to try to cheat,integrity,Not sure,"dragging was hard, would have been better to type"
p_572,32.0,Male,White or Caucasian,English,Bachelor’s degree,20.0,dissonance_arousal_3,dissonance_arousal,Cognitive Dissonance Theory,20.72,2,0.0,0,0.0,3,0.0,12,12,False,0,False,0,0.0,1,57.9,0.0,0.0,7.0,5.5,5.4,2.33,1.67,1.8,2.67,4.0,3.5,2.0,6.0,2.5,4.0,2.83,4.5,2.0,1.0,2.0,3.0,2.0,3.5,4.5,2.0,2.0,3.0,1.78,5.0,Projects not representing who I am,2.0,Confusion,I didn't see the relation to the challenge,Nothing because I was too preoccupied by struggling with the challenge,Something less vague and more related to the challenge,"Unsure of the purpose, seems to be a very intense focus on a very simple task."
p_573,32.0,Male,White or Caucasian,English,Master’s degree,5.0,reference_group_identification_1,reference_group_identification,Social Norms Theory,20.41,9,1.0,2,0.0,4,0.0,18,18,False,0,False,0,0.0,1,30.7,1.0,0.0,6.0,4.0,5.2,4.0,4.0,4.0,4.0,6.0,3.5,5.0,2.0,4.5,2.5,5.17,2.67,5.5,4.0,5.0,3.5,4.5,4.5,5.0,4.0,4.0,4.38,3.67,3.83,I cant recall,1.0,I dont recall the message sorry,,,,
p_574,21.0,Female,Asian / Pacific Islander,English,Bachelor’s degree,100.0,autonomy_2,autonomy,Self-Determination Theory,18.52,5,0.0,5,0.0,4,0.0,8,8,False,0,False,0,0.0,1,5.45,0.0,0.0,6.0,5.25,6.0,2.0,3.33,4.0,5.0,4.0,2.0,5.0,4.0,3.5,2.0,4.17,2.67,3.5,3.0,2.0,2.0,2.62,4.0,2.0,2.0,2.0,2.5,1.22,1.83,it said to be my true self during the study,4.0,Thankful and empowered,Nothing,Nothing,Try your best,"good! I though it would tell me if my word didn't exist so I could only submit correct words, like in wordle for example."
p_575,27.0,Male,Black or African American,kiswahili,Bachelor’s degree,100.0,cognitive_inconsistency_3,cognitive_inconsistency,Cognitive Dissonance Theory,17.9,1,1.0,1,1.0,3,1.0,0,18,False,0,True,1,30.41,1,12.09,1.0,1.0,7.0,6.12,6.4,2.0,1.0,5.4,7.0,6.5,6.5,6.0,6.0,7.0,6.5,6.5,6.33,5.5,6.0,6.0,6.0,5.88,6.5,6.5,5.5,5.5,6.0,4.89,2.0,No the message did not open,1.0,none,the message did not open,the message did not open,the message did not open,
